,intent_loss,intent_acc,set
0,5.962921542239327,0.01707008670520231,train
1,4.813288062983165,0.020502167630057803,valid
2,4.505909109391229,0.05608742774566474,train
3,3.4049334043712287,0.17693280346820808,valid
